"lake","datetime","Depth_m","Water_Temperature_celsius"
"paul",2024-06-04 20:00:00,3.5,12.7226666666667
"paul",2024-06-04 20:00:00,4,10.7668333333333
"paul",2024-06-04 20:00:00,4.5,9.06615833333333
"paul",2024-06-04 20:00:00,5,7.97721666666667
"paul",2024-06-04 20:00:00,6,6.61010833333333
"paul",2024-06-04 21:00:00,0.5,22.0965
"paul",2024-06-04 21:00:00,1,21.14925
"paul",2024-06-04 21:00:00,1.5,20.25925
"paul",2024-06-04 21:00:00,2,19.1908333333333
"paul",2024-06-04 21:00:00,2.5,17.6291666666667
"paul",2024-06-04 21:00:00,3,15.0285
"paul",2024-06-04 21:00:00,3.5,12.6946666666667
"paul",2024-06-04 21:00:00,4,10.7344166666667
"paul",2024-06-04 21:00:00,4.5,9.216075
"paul",2024-06-04 21:00:00,5,8.02105833333333
"paul",2024-06-04 21:00:00,6,6.50444166666667
"paul",2024-06-04 22:00:00,0.5,22.1261666666667
"paul",2024-06-04 22:00:00,1,21.1316666666667
"paul",2024-06-04 22:00:00,1.5,20.2279166666667
"paul",2024-06-04 22:00:00,2,19.23675
"paul",2024-06-04 22:00:00,2.5,17.5975
"paul",2024-06-04 22:00:00,3,15.0508333333333
"paul",2024-06-04 22:00:00,3.5,12.7208333333333
"paul",2024-06-04 22:00:00,4,10.77825
"paul",2024-06-04 22:00:00,4.5,9.12575833333333
"paul",2024-06-04 22:00:00,5,7.97580833333333
"paul",2024-06-04 22:00:00,6,6.639275
"paul",2024-06-04 23:00:00,0.5,22.1196666666667
"paul",2024-06-04 23:00:00,1,21.1315833333333
"paul",2024-06-04 23:00:00,1.5,20.25425
"paul",2024-06-04 23:00:00,2,19.2233333333333
"paul",2024-06-04 23:00:00,2.5,17.532
"paul",2024-06-04 23:00:00,3,15.1319166666667
"paul",2024-06-04 23:00:00,3.5,12.6813333333333
"paul",2024-06-04 23:00:00,4,10.7595833333333
"paul",2024-06-04 23:00:00,4.5,9.15965833333333
"paul",2024-06-04 23:00:00,5,8.070325
"paul",2024-06-04 23:00:00,6,6.47975833333333
"paul",2024-06-05,0.5,22.158
"paul",2024-06-05,1,21.1385454545455
"paul",2024-06-05,1.5,20.225
"paul",2024-06-05,2,19.2384545454545
"paul",2024-06-05,2.5,17.5713636363636
"paul",2024-06-05,3,15.0470909090909
"paul",2024-06-05,3.5,12.6738181818182
"paul",2024-06-05,4,10.7979090909091
"paul",2024-06-05,4.5,9.18500909090909
"paul",2024-06-05,5,7.95247272727273
"paul",2024-06-05,6,6.54189090909091
"paul",2024-06-05 01:00:00,0.5,22.0445
"paul",2024-06-05 01:00:00,1,21.1270833333333
"paul",2024-06-05 01:00:00,1.5,20.241
"paul",2024-06-05 01:00:00,2,19.2131666666667
"paul",2024-06-05 01:00:00,2.5,17.5618333333333
"paul",2024-06-05 01:00:00,3,15.0986666666667
"paul",2024-06-05 01:00:00,3.5,12.6528333333333
"paul",2024-06-05 01:00:00,4,10.7808333333333
"paul",2024-06-05 01:00:00,4.5,9.12939166666667
"paul",2024-06-05 01:00:00,5,7.99951666666667
"paul",2024-06-05 01:00:00,6,6.656225
"paul",2024-06-05 02:00:00,0.5,22.0771666666667
"paul",2024-06-05 02:00:00,1,21.1255833333333
"paul",2024-06-05 02:00:00,1.5,20.2505
"paul",2024-06-05 02:00:00,2,19.2181666666667
"paul",2024-06-05 02:00:00,2.5,17.57725
"paul",2024-06-05 02:00:00,3,14.97025
"paul",2024-06-05 02:00:00,3.5,12.7236666666667
"paul",2024-06-05 02:00:00,4,10.7721666666667
"paul",2024-06-05 02:00:00,4.5,9.16654166666667
"paul",2024-06-05 02:00:00,5,8.04339166666667
"paul",2024-06-05 02:00:00,6,6.49073333333333
"paul",2024-06-05 03:00:00,0.5,21.9996666666667
"paul",2024-06-05 03:00:00,1,21.16525
"paul",2024-06-05 03:00:00,1.5,20.24675
"paul",2024-06-05 03:00:00,2,19.1690833333333
"paul",2024-06-05 03:00:00,2.5,17.5648333333333
"paul",2024-06-05 03:00:00,3,15.08925
"paul",2024-06-05 03:00:00,3.5,12.6835833333333
"paul",2024-06-05 03:00:00,4,10.7478333333333
"paul",2024-06-05 03:00:00,4.5,9.11544166666667
"paul",2024-06-05 03:00:00,5,8.03973333333333
"paul",2024-06-05 03:00:00,6,6.5305
"paul",2024-06-05 04:00:00,0.5,22.0178333333333
"paul",2024-06-05 04:00:00,1,21.1569166666667
"paul",2024-06-05 04:00:00,1.5,20.1925833333333
"paul",2024-06-05 04:00:00,2,19.2305
"paul",2024-06-05 04:00:00,2.5,17.6041666666667
"paul",2024-06-05 04:00:00,3,15.0386666666667
"paul",2024-06-05 04:00:00,3.5,12.6404166666667
"paul",2024-06-05 04:00:00,4,10.7903333333333
"paul",2024-06-05 04:00:00,4.5,9.20405833333333
"paul",2024-06-05 04:00:00,5,7.99611666666667
"paul",2024-06-05 04:00:00,6,6.59295
"paul",2024-06-05 05:00:00,0.5,21.9139166666667
"paul",2024-06-05 05:00:00,1,21.1098333333333
"paul",2024-06-05 05:00:00,1.5,20.2600833333333
"paul",2024-06-05 05:00:00,2,19.2405
"paul",2024-06-05 05:00:00,2.5,17.4981666666667
"paul",2024-06-05 05:00:00,3,15.091
"paul",2024-06-05 05:00:00,3.5,12.718
"paul",2024-06-05 05:00:00,4,10.7645
"paul",2024-06-05 05:00:00,4.5,9.1258
"paul",2024-06-05 05:00:00,5,8.02928333333333
"paul",2024-06-05 05:00:00,6,6.59208333333333
"paul",2024-06-05 06:00:00,0.5,21.80425
"paul",2024-06-05 06:00:00,1,21.1220833333333
"paul",2024-06-05 06:00:00,1.5,20.25125
"paul",2024-06-05 06:00:00,2,19.1704166666667
"paul",2024-06-05 06:00:00,2.5,17.6144166666667
"paul",2024-06-05 06:00:00,3,15.0678333333333
"paul",2024-06-05 06:00:00,3.5,12.6419166666667
"paul",2024-06-05 06:00:00,4,10.81175
"paul",2024-06-05 06:00:00,4.5,9.13871666666667
"paul",2024-06-05 06:00:00,5,8.03101666666667
"paul",2024-06-05 06:00:00,6,6.51924166666667
"paul",2024-06-05 07:00:00,0.5,21.549
"paul",2024-06-05 07:00:00,1,21.2675
"paul",2024-06-05 07:00:00,1.5,20.24825
"paul",2024-06-05 07:00:00,2,19.2276666666667
"paul",2024-06-05 07:00:00,2.5,17.5146666666667
"paul",2024-06-05 07:00:00,3,15.0358333333333
"paul",2024-06-05 07:00:00,3.5,12.6896666666667
"paul",2024-06-05 07:00:00,4,10.7900833333333
"paul",2024-06-05 07:00:00,4.5,9.150775
"paul",2024-06-05 07:00:00,5,8.03339166666667
"paul",2024-06-05 07:00:00,6,6.49761666666667
"paul",2024-06-05 08:00:00,0.5,21.3308333333333
"paul",2024-06-05 08:00:00,1,21.2628333333333
"paul",2024-06-05 08:00:00,1.5,20.2381666666667
"paul",2024-06-05 08:00:00,2,19.1953333333333
"paul",2024-06-05 08:00:00,2.5,17.6394166666667
"paul",2024-06-05 08:00:00,3,15.0329166666667
"paul",2024-06-05 08:00:00,3.5,12.8151666666667
"paul",2024-06-05 08:00:00,4,10.73325
"paul",2024-06-05 08:00:00,4.5,9.10139166666667
"paul",2024-06-05 08:00:00,5,7.95996666666667
"paul",2024-06-05 08:00:00,6,6.607575
"paul",2024-06-05 09:00:00,0.5,21.2458333333333
"paul",2024-06-05 09:00:00,1,21.1725833333333
"paul",2024-06-05 09:00:00,1.5,20.213
"paul",2024-06-05 09:00:00,2,19.23325
"paul",2024-06-05 09:00:00,2.5,17.4625
"paul",2024-06-05 09:00:00,3,15.0620833333333
"paul",2024-06-05 09:00:00,3.5,12.5855833333333
"paul",2024-06-05 09:00:00,4,10.7728333333333
"paul",2024-06-05 09:00:00,4.5,9.21993333333333
"paul",2024-06-05 09:00:00,5,8.04193333333333
"paul",2024-06-05 09:00:00,6,6.4834
"paul",2024-06-05 10:00:00,0.5,21.33925
"paul",2024-06-05 10:00:00,1,21.1575833333333
"paul",2024-06-05 10:00:00,1.5,20.39925
"paul",2024-06-05 10:00:00,2,19.244
"paul",2024-06-05 10:00:00,2.5,17.5889166666667
"paul",2024-06-05 10:00:00,3,15.1068333333333
"paul",2024-06-05 10:00:00,3.5,12.7021666666667
"paul",2024-06-05 10:00:00,4,10.8016666666667
"paul",2024-06-05 10:00:00,4.5,9.12733333333333
"paul",2024-06-05 10:00:00,5,8.012025
"paul",2024-06-05 10:00:00,6,6.629075
"paul",2024-06-05 11:00:00,0.5,21.3988333333333
"paul",2024-06-05 11:00:00,1,21.1799166666667
"paul",2024-06-05 11:00:00,1.5,20.3563333333333
"paul",2024-06-05 11:00:00,2,19.3000833333333
"paul",2024-06-05 11:00:00,2.5,17.54725
"paul",2024-06-05 11:00:00,3,15.0954166666667
"paul",2024-06-05 11:00:00,3.5,12.6643333333333
"paul",2024-06-05 11:00:00,4,10.8268333333333
"paul",2024-06-05 11:00:00,4.5,9.23993333333333
"paul",2024-06-05 11:00:00,5,8.08366666666667
"paul",2024-06-05 11:00:00,6,6.53618333333333
"paul",2024-06-05 12:00:00,0.5,21.4446666666667
"paul",2024-06-05 12:00:00,1,21.2849166666667
"paul",2024-06-05 12:00:00,1.5,20.3711666666667
"paul",2024-06-05 12:00:00,2,19.2435833333333
"paul",2024-06-05 12:00:00,2.5,17.7114166666667
"paul",2024-06-05 12:00:00,3,15.0841666666667
"paul",2024-06-05 12:00:00,3.5,12.83225
"paul",2024-06-05 12:00:00,4,10.7555833333333
"paul",2024-06-05 12:00:00,4.5,9.05925
"paul",2024-06-05 12:00:00,5,8.01931666666667
"paul",2024-06-05 12:00:00,6,6.58235
"paul",2024-06-05 13:00:00,0.5,21.6270833333333
"paul",2024-06-05 13:00:00,1,21.4795833333333
"paul",2024-06-05 13:00:00,1.5,20.48675
"paul",2024-06-05 13:00:00,2,19.4073333333333
"paul",2024-06-05 13:00:00,2.5,17.651
"paul",2024-06-05 13:00:00,3,15.0640833333333
"paul",2024-06-05 13:00:00,3.5,12.7325833333333
"paul",2024-06-05 13:00:00,4,10.80375
"paul",2024-06-05 13:00:00,4.5,9.25791666666667
"paul",2024-06-05 13:00:00,5,8.02215
"paul",2024-06-05 13:00:00,6,6.55430833333333
"paul",2024-06-05 14:00:00,0.5,21.8794166666667
"paul",2024-06-05 14:00:00,1,21.5915833333333
"paul",2024-06-05 14:00:00,1.5,20.56075
"paul",2024-06-05 14:00:00,2,19.38625
"paul",2024-06-05 14:00:00,2.5,17.7010833333333
"paul",2024-06-05 14:00:00,3,15.1811666666667
"paul",2024-06-05 14:00:00,3.5,12.7235
"paul",2024-06-05 14:00:00,4,10.81925
"paul",2024-06-05 14:00:00,4.5,9.2462
"paul",2024-06-05 14:00:00,5,8.09454166666667
"paul",2024-06-05 14:00:00,6,6.57955
"paul",2024-06-05 15:00:00,0.5,21.9590833333333
"paul",2024-06-05 15:00:00,1,21.6355833333333
"paul",2024-06-05 15:00:00,1.5,20.5675
"paul",2024-06-05 15:00:00,2,19.5435
"paul",2024-06-05 15:00:00,2.5,17.5626666666667
"paul",2024-06-05 15:00:00,3,15.284
"paul",2024-06-05 15:00:00,3.5,12.78925
"paul",2024-06-05 15:00:00,4,10.8505
"paul",2024-06-05 15:00:00,4.5,9.18756666666667
"paul",2024-06-05 15:00:00,5,8.03655
"paul",2024-06-05 15:00:00,6,6.54360833333333
"paul",2024-06-05 16:00:00,0.5,22.3019166666667
"paul",2024-06-05 16:00:00,1,21.7849166666667
"paul",2024-06-05 16:00:00,1.5,20.6203333333333
"paul",2024-06-05 16:00:00,2,19.425
"paul",2024-06-05 16:00:00,2.5,17.8718333333333
