"","datetime","lake","depth","unit","variable","observation"
"28",2024-06-10 17:59:00,"peter",6.75,"MilliGM-PER-L","dissolvedOxygen",0.07
"29",2024-06-10 18:00:00,"peter",7,"MilliGM-PER-L","dissolvedOxygen",0.07
"30",2024-06-10 18:00:00,"peter",7.5,"MilliGM-PER-L","dissolvedOxygen",0.05
"31",2024-06-10 18:01:00,"peter",8,"MilliGM-PER-L","dissolvedOxygen",0.03
"32",2024-06-13 14:29:00,"peter",0,"MilliGM-PER-L","dissolvedOxygen",NA
"33",2024-06-13 14:30:00,"peter",0.25,"MilliGM-PER-L","dissolvedOxygen",NA
"34",2024-06-13 14:30:00,"peter",0.5,"MilliGM-PER-L","dissolvedOxygen",NA
"35",2024-06-13 14:31:00,"peter",0.75,"MilliGM-PER-L","dissolvedOxygen",NA
"36",2024-06-13 14:31:00,"peter",1,"MilliGM-PER-L","dissolvedOxygen",NA
"37",2024-06-13 14:32:00,"peter",1.25,"MilliGM-PER-L","dissolvedOxygen",NA
"38",2024-06-13 14:32:00,"peter",1.5,"MilliGM-PER-L","dissolvedOxygen",NA
"39",2024-06-13 14:33:00,"peter",1.75,"MilliGM-PER-L","dissolvedOxygen",NA
"40",2024-06-13 14:33:00,"peter",2,"MilliGM-PER-L","dissolvedOxygen",NA
"41",2024-06-13 14:34:00,"peter",2.25,"MilliGM-PER-L","dissolvedOxygen",NA
"42",2024-06-13 14:34:00,"peter",2.5,"MilliGM-PER-L","dissolvedOxygen",NA
"43",2024-06-13 14:35:00,"peter",2.75,"MilliGM-PER-L","dissolvedOxygen",NA
"44",2024-06-13 14:35:00,"peter",3,"MilliGM-PER-L","dissolvedOxygen",NA
"45",2024-06-13 14:36:00,"peter",3.25,"MilliGM-PER-L","dissolvedOxygen",NA
"46",2024-06-13 14:36:00,"peter",3.5,"MilliGM-PER-L","dissolvedOxygen",NA
"47",2024-06-13 14:37:00,"peter",3.75,"MilliGM-PER-L","dissolvedOxygen",NA
"48",2024-06-13 14:37:00,"peter",4,"MilliGM-PER-L","dissolvedOxygen",NA
"49",2024-06-13 14:38:00,"peter",4.25,"MilliGM-PER-L","dissolvedOxygen",NA
"50",2024-06-13 14:38:00,"peter",4.5,"MilliGM-PER-L","dissolvedOxygen",NA
"51",2024-06-13 14:39:00,"peter",4.75,"MilliGM-PER-L","dissolvedOxygen",NA
"52",2024-06-13 14:39:00,"peter",5,"MilliGM-PER-L","dissolvedOxygen",NA
"53",2024-06-13 14:40:00,"peter",5.25,"MilliGM-PER-L","dissolvedOxygen",NA
"54",2024-06-13 14:40:00,"peter",5.5,"MilliGM-PER-L","dissolvedOxygen",NA
"55",2024-06-13 14:41:00,"peter",5.75,"MilliGM-PER-L","dissolvedOxygen",NA
"56",2024-06-13 14:41:00,"peter",6,"MilliGM-PER-L","dissolvedOxygen",NA
"57",2024-06-13 14:42:00,"peter",6.25,"MilliGM-PER-L","dissolvedOxygen",NA
"58",2024-06-13 14:42:00,"peter",6.5,"MilliGM-PER-L","dissolvedOxygen",NA
"59",2024-06-13 14:43:00,"peter",6.75,"MilliGM-PER-L","dissolvedOxygen",NA
"60",2024-06-13 14:43:00,"peter",7,"MilliGM-PER-L","dissolvedOxygen",NA
"61",2024-06-13 14:44:00,"peter",7.5,"MilliGM-PER-L","dissolvedOxygen",NA
"62",2024-06-13 14:44:00,"peter",8,"MilliGM-PER-L","dissolvedOxygen",NA
"63",2024-06-14 14:42:00,"peter",0,"MilliGM-PER-L","dissolvedOxygen",9.89
"64",2024-06-14 14:42:00,"peter",0.25,"MilliGM-PER-L","dissolvedOxygen",9.96
"65",2024-06-14 14:43:00,"peter",0.5,"MilliGM-PER-L","dissolvedOxygen",9.97
"66",2024-06-14 14:43:00,"peter",0.75,"MilliGM-PER-L","dissolvedOxygen",10.08
"67",2024-06-14 14:44:00,"peter",1,"MilliGM-PER-L","dissolvedOxygen",9.94
"68",2024-06-14 14:44:00,"peter",1.25,"MilliGM-PER-L","dissolvedOxygen",9.8
"69",2024-06-14 14:45:00,"peter",1.5,"MilliGM-PER-L","dissolvedOxygen",9.6
"70",2024-06-14 14:45:00,"peter",1.75,"MilliGM-PER-L","dissolvedOxygen",9.46
"71",2024-06-14 14:46:00,"peter",2,"MilliGM-PER-L","dissolvedOxygen",9.27
"72",2024-06-14 14:46:00,"peter",2.25,"MilliGM-PER-L","dissolvedOxygen",9.37
"73",2024-06-14 14:47:00,"peter",2.5,"MilliGM-PER-L","dissolvedOxygen",10.67
"74",2024-06-14 14:47:00,"peter",2.75,"MilliGM-PER-L","dissolvedOxygen",11.38
"75",2024-06-14 14:48:00,"peter",3,"MilliGM-PER-L","dissolvedOxygen",11.83
"76",2024-06-14 14:48:00,"peter",3.25,"MilliGM-PER-L","dissolvedOxygen",12.17
"77",2024-06-14 14:49:00,"peter",3.5,"MilliGM-PER-L","dissolvedOxygen",12.46
"78",2024-06-14 14:49:00,"peter",3.75,"MilliGM-PER-L","dissolvedOxygen",12.74
"79",2024-06-14 14:50:00,"peter",4,"MilliGM-PER-L","dissolvedOxygen",13.69
"80",2024-06-14 14:50:00,"peter",4.25,"MilliGM-PER-L","dissolvedOxygen",13.63
"81",2024-06-14 14:51:00,"peter",4.5,"MilliGM-PER-L","dissolvedOxygen",13.53
"82",2024-06-14 14:51:00,"peter",4.75,"MilliGM-PER-L","dissolvedOxygen",12.86
"83",2024-06-14 14:52:00,"peter",5,"MilliGM-PER-L","dissolvedOxygen",11.95
"84",2024-06-14 14:52:00,"peter",5.25,"MilliGM-PER-L","dissolvedOxygen",10.49
"85",2024-06-14 14:53:00,"peter",5.5,"MilliGM-PER-L","dissolvedOxygen",8.04
"86",2024-06-14 14:53:00,"peter",5.75,"MilliGM-PER-L","dissolvedOxygen",4.7
"87",2024-06-14 14:54:00,"peter",6,"MilliGM-PER-L","dissolvedOxygen",1.88
"88",2024-06-14 14:54:00,"peter",6.25,"MilliGM-PER-L","dissolvedOxygen",0.39
"89",2024-06-14 14:55:00,"peter",6.5,"MilliGM-PER-L","dissolvedOxygen",0.12
"90",2024-06-14 14:55:00,"peter",6.75,"MilliGM-PER-L","dissolvedOxygen",0.05
"91",2024-06-14 14:56:00,"peter",7,"MilliGM-PER-L","dissolvedOxygen",0.04
"92",2024-06-14 14:56:00,"peter",7.5,"MilliGM-PER-L","dissolvedOxygen",0.02
"93",2024-06-14 14:57:00,"peter",8,"MilliGM-PER-L","dissolvedOxygen",0.03
"94",2024-06-20 16:19:00,"peter",0,"MilliGM-PER-L","dissolvedOxygen",9.43
"95",2024-06-20 16:19:00,"peter",0.25,"MilliGM-PER-L","dissolvedOxygen",9.39
"96",2024-06-20 16:20:00,"peter",0.5,"MilliGM-PER-L","dissolvedOxygen",9.4
"97",2024-06-20 16:20:00,"peter",0.75,"MilliGM-PER-L","dissolvedOxygen",9.36
"98",2024-06-20 16:21:00,"peter",1,"MilliGM-PER-L","dissolvedOxygen",9.34
"99",2024-06-20 16:21:00,"peter",1.25,"MilliGM-PER-L","dissolvedOxygen",9.3
"100",2024-06-20 16:22:00,"peter",1.5,"MilliGM-PER-L","dissolvedOxygen",9.62
"101",2024-06-20 16:22:00,"peter",1.75,"MilliGM-PER-L","dissolvedOxygen",9.8
"102",2024-06-20 16:23:00,"peter",2,"MilliGM-PER-L","dissolvedOxygen",9.06
"103",2024-06-20 16:23:00,"peter",2.25,"MilliGM-PER-L","dissolvedOxygen",8.59
"104",2024-06-20 16:24:00,"peter",2.5,"MilliGM-PER-L","dissolvedOxygen",9.23
"105",2024-06-20 16:24:00,"peter",2.75,"MilliGM-PER-L","dissolvedOxygen",10.22
"106",2024-06-20 16:25:00,"peter",3,"MilliGM-PER-L","dissolvedOxygen",10.48
"107",2024-06-20 16:25:00,"peter",3.25,"MilliGM-PER-L","dissolvedOxygen",11.05
"108",2024-06-20 16:26:00,"peter",3.5,"MilliGM-PER-L","dissolvedOxygen",10.8
"109",2024-06-20 16:26:00,"peter",3.75,"MilliGM-PER-L","dissolvedOxygen",11.02
"110",2024-06-20 16:27:00,"peter",4,"MilliGM-PER-L","dissolvedOxygen",11.71
"111",2024-06-20 16:27:00,"peter",4.25,"MilliGM-PER-L","dissolvedOxygen",11.43
"112",2024-06-20 16:28:00,"peter",4.5,"MilliGM-PER-L","dissolvedOxygen",10.68
"113",2024-06-20 16:28:00,"peter",4.75,"MilliGM-PER-L","dissolvedOxygen",10.4
"114",2024-06-20 16:29:00,"peter",5,"MilliGM-PER-L","dissolvedOxygen",9.05
"115",2024-06-20 16:29:00,"peter",5.25,"MilliGM-PER-L","dissolvedOxygen",8.12
"116",2024-06-20 16:30:00,"peter",5.5,"MilliGM-PER-L","dissolvedOxygen",6.4
"117",2024-06-20 16:30:00,"peter",5.75,"MilliGM-PER-L","dissolvedOxygen",3.61
"118",2024-06-20 16:31:00,"peter",6,"MilliGM-PER-L","dissolvedOxygen",1.33
"119",2024-06-20 16:31:00,"peter",6.25,"MilliGM-PER-L","dissolvedOxygen",0.18
"120",2024-06-20 16:32:00,"peter",6.5,"MilliGM-PER-L","dissolvedOxygen",0.05
"121",2024-06-20 16:32:00,"peter",6.75,"MilliGM-PER-L","dissolvedOxygen",0.04
"122",2024-06-20 16:33:00,"peter",7,"MilliGM-PER-L","dissolvedOxygen",0.04
"123",2024-06-20 16:33:00,"peter",7.5,"MilliGM-PER-L","dissolvedOxygen",0.02
"124",2024-06-20 16:34:00,"peter",8,"MilliGM-PER-L","dissolvedOxygen",0.02
"125",2024-06-20 16:34:00,"peter",12,"MilliGM-PER-L","dissolvedOxygen",0.02
"126",2024-06-21 15:38:00,"peter",0,"MilliGM-PER-L","dissolvedOxygen",9.51
"127",2024-06-21 15:38:00,"peter",0.25,"MilliGM-PER-L","dissolvedOxygen",9.51
"128",2024-06-21 15:39:00,"peter",0.5,"MilliGM-PER-L","dissolvedOxygen",9.45
"129",2024-06-21 15:39:00,"peter",0.75,"MilliGM-PER-L","dissolvedOxygen",9.41
"130",2024-06-21 15:40:00,"peter",1,"MilliGM-PER-L","dissolvedOxygen",9.31
"131",2024-06-21 15:40:00,"peter",1.25,"MilliGM-PER-L","dissolvedOxygen",9.21
"132",2024-06-21 15:41:00,"peter",1.5,"MilliGM-PER-L","dissolvedOxygen",8.99
"133",2024-06-21 15:41:00,"peter",1.75,"MilliGM-PER-L","dissolvedOxygen",8.92
"134",2024-06-21 15:42:00,"peter",2,"MilliGM-PER-L","dissolvedOxygen",8.82
"135",2024-06-21 15:42:00,"peter",2.25,"MilliGM-PER-L","dissolvedOxygen",8.36
"136",2024-06-21 15:43:00,"peter",2.5,"MilliGM-PER-L","dissolvedOxygen",8.9
"137",2024-06-21 15:43:00,"peter",2.75,"MilliGM-PER-L","dissolvedOxygen",9.95
"138",2024-06-21 15:44:00,"peter",3,"MilliGM-PER-L","dissolvedOxygen",10.94
"139",2024-06-21 15:44:00,"peter",3.25,"MilliGM-PER-L","dissolvedOxygen",11.34
"140",2024-06-21 15:45:00,"peter",3.5,"MilliGM-PER-L","dissolvedOxygen",11.26
"141",2024-06-21 15:45:00,"peter",3.75,"MilliGM-PER-L","dissolvedOxygen",11.55
"142",2024-06-21 15:46:00,"peter",4,"MilliGM-PER-L","dissolvedOxygen",11.83
"143",2024-06-21 15:46:00,"peter",4.25,"MilliGM-PER-L","dissolvedOxygen",11.65
"144",2024-06-21 15:47:00,"peter",4.5,"MilliGM-PER-L","dissolvedOxygen",11.37
"145",2024-06-21 15:47:00,"peter",4.75,"MilliGM-PER-L","dissolvedOxygen",10.83
"146",2024-06-21 15:48:00,"peter",5,"MilliGM-PER-L","dissolvedOxygen",9.62
"147",2024-06-21 15:48:00,"peter",5.25,"MilliGM-PER-L","dissolvedOxygen",8.1
"148",2024-06-21 15:49:00,"peter",5.5,"MilliGM-PER-L","dissolvedOxygen",5.98
"149",2024-06-21 15:49:00,"peter",5.75,"MilliGM-PER-L","dissolvedOxygen",2.14
"150",2024-06-21 15:50:00,"peter",6,"MilliGM-PER-L","dissolvedOxygen",0.5
"151",2024-06-21 15:50:00,"peter",6.25,"MilliGM-PER-L","dissolvedOxygen",0.12
"152",2024-06-21 15:51:00,"peter",6.5,"MilliGM-PER-L","dissolvedOxygen",0.05
"153",2024-06-21 15:51:00,"peter",6.75,"MilliGM-PER-L","dissolvedOxygen",0.03
"154",2024-06-21 15:52:00,"peter",7,"MilliGM-PER-L","dissolvedOxygen",0.02
"155",2024-06-21 15:52:00,"peter",7.5,"MilliGM-PER-L","dissolvedOxygen",0.03
"156",2024-06-21 15:53:00,"peter",8,"MilliGM-PER-L","dissolvedOxygen",0.03
"157",2024-06-26 14:30:00,"peter",0,"MilliGM-PER-L","dissolvedOxygen",9.22
"158",2024-06-26 14:30:00,"peter",0.25,"MilliGM-PER-L","dissolvedOxygen",9.25
"159",2024-06-26 14:31:00,"peter",0.5,"MilliGM-PER-L","dissolvedOxygen",9.24
"160",2024-06-26 14:31:00,"peter",0.75,"MilliGM-PER-L","dissolvedOxygen",9.29
"161",2024-06-26 14:32:00,"peter",1,"MilliGM-PER-L","dissolvedOxygen",9.33
"162",2024-06-26 14:32:00,"peter",1.25,"MilliGM-PER-L","dissolvedOxygen",9.1
"163",2024-06-26 14:33:00,"peter",1.5,"MilliGM-PER-L","dissolvedOxygen",8.79
"164",2024-06-26 14:33:00,"peter",1.75,"MilliGM-PER-L","dissolvedOxygen",8.52
"165",2024-06-26 14:34:00,"peter",2,"MilliGM-PER-L","dissolvedOxygen",8.17
"166",2024-06-26 14:34:00,"peter",2.25,"MilliGM-PER-L","dissolvedOxygen",7.71
"167",2024-06-26 14:35:00,"peter",2.5,"MilliGM-PER-L","dissolvedOxygen",8.67
"168",2024-06-26 14:35:00,"peter",2.75,"MilliGM-PER-L","dissolvedOxygen",9.65
"169",2024-06-26 14:36:00,"peter",3,"MilliGM-PER-L","dissolvedOxygen",10.34
"170",2024-06-26 14:36:00,"peter",3.25,"MilliGM-PER-L","dissolvedOxygen",10.85
"171",2024-06-26 14:37:00,"peter",3.5,"MilliGM-PER-L","dissolvedOxygen",11.05
"172",2024-06-26 14:37:00,"peter",3.75,"MilliGM-PER-L","dissolvedOxygen",11.1
"173",2024-06-26 14:38:00,"peter",4,"MilliGM-PER-L","dissolvedOxygen",11.25
"174",2024-06-26 14:38:00,"peter",4.25,"MilliGM-PER-L","dissolvedOxygen",11.31
"175",2024-06-26 14:39:00,"peter",4.5,"MilliGM-PER-L","dissolvedOxygen",11.13
"176",2024-06-26 14:39:00,"peter",4.75,"MilliGM-PER-L","dissolvedOxygen",11.53
"177",2024-06-26 14:40:00,"peter",5,"MilliGM-PER-L","dissolvedOxygen",10.59
"178",2024-06-26 14:40:00,"peter",5.25,"MilliGM-PER-L","dissolvedOxygen",8.12
"179",2024-06-26 14:41:00,"peter",5.5,"MilliGM-PER-L","dissolvedOxygen",3.99
"180",2024-06-26 14:41:00,"peter",5.75,"MilliGM-PER-L","dissolvedOxygen",1.6
"181",2024-06-26 14:42:00,"peter",6,"MilliGM-PER-L","dissolvedOxygen",0.22
"182",2024-06-26 14:42:00,"peter",6.25,"MilliGM-PER-L","dissolvedOxygen",0.04
"183",2024-06-26 14:43:00,"peter",6.5,"MilliGM-PER-L","dissolvedOxygen",0.01
"184",2024-06-26 14:43:00,"peter",6.75,"MilliGM-PER-L","dissolvedOxygen",0.02
"185",2024-06-26 14:44:00,"peter",7,"MilliGM-PER-L","dissolvedOxygen",0.02
"186",2024-06-26 14:44:00,"peter",7.5,"MilliGM-PER-L","dissolvedOxygen",0.01
"187",2024-06-26 14:45:00,"peter",8,"MilliGM-PER-L","dissolvedOxygen",0.02
"188",2024-06-28 15:13:00,"peter",0,"MilliGM-PER-L","dissolvedOxygen",8.73
"189",2024-06-28 15:13:00,"peter",0.25,"MilliGM-PER-L","dissolvedOxygen",8.71
"190",2024-06-28 15:14:00,"peter",0.5,"MilliGM-PER-L","dissolvedOxygen",8.71
"191",2024-06-28 15:14:00,"peter",0.75,"MilliGM-PER-L","dissolvedOxygen",8.72
"192",2024-06-28 15:15:00,"peter",1,"MilliGM-PER-L","dissolvedOxygen",8.77
"193",2024-06-28 15:15:00,"peter",1.25,"MilliGM-PER-L","dissolvedOxygen",8.75
"194",2024-06-28 15:16:00,"peter",1.5,"MilliGM-PER-L","dissolvedOxygen",8.75
"195",2024-06-28 15:16:00,"peter",1.75,"MilliGM-PER-L","dissolvedOxygen",8.71
"196",2024-06-28 15:17:00,"peter",2,"MilliGM-PER-L","dissolvedOxygen",7.36
"197",2024-06-28 15:17:00,"peter",2.25,"MilliGM-PER-L","dissolvedOxygen",6.64
"198",2024-06-28 15:18:00,"peter",2.5,"MilliGM-PER-L","dissolvedOxygen",7.24
"199",2024-06-28 15:18:00,"peter",2.75,"MilliGM-PER-L","dissolvedOxygen",9.01
"200",2024-06-28 15:19:00,"peter",3,"MilliGM-PER-L","dissolvedOxygen",9.52
"201",2024-06-28 15:19:00,"peter",3.25,"MilliGM-PER-L","dissolvedOxygen",10.31
"202",2024-06-28 15:20:00,"peter",3.5,"MilliGM-PER-L","dissolvedOxygen",10.54
"203",2024-06-28 15:20:00,"peter",3.75,"MilliGM-PER-L","dissolvedOxygen",10.72
"204",2024-06-28 15:21:00,"peter",4,"MilliGM-PER-L","dissolvedOxygen",11.04
"205",2024-06-28 15:21:00,"peter",4.25,"MilliGM-PER-L","dissolvedOxygen",11.3
"206",2024-06-28 15:22:00,"peter",4.5,"MilliGM-PER-L","dissolvedOxygen",10.79
"207",2024-06-28 15:22:00,"peter",4.75,"MilliGM-PER-L","dissolvedOxygen",9.7
"208",2024-06-28 15:23:00,"peter",5,"MilliGM-PER-L","dissolvedOxygen",8.39
"209",2024-06-28 15:23:00,"peter",5.25,"MilliGM-PER-L","dissolvedOxygen",6.88
"210",2024-06-28 15:24:00,"peter",5.5,"MilliGM-PER-L","dissolvedOxygen",2.24
"211",2024-06-28 15:24:00,"peter",5.75,"MilliGM-PER-L","dissolvedOxygen",0.61
"212",2024-06-28 15:25:00,"peter",6,"MilliGM-PER-L","dissolvedOxygen",0.13
"213",2024-06-28 15:25:00,"peter",6.25,"MilliGM-PER-L","dissolvedOxygen",0.04
"214",2024-06-28 15:26:00,"peter",6.5,"MilliGM-PER-L","dissolvedOxygen",0.02
"215",2024-06-28 15:26:00,"peter",6.75,"MilliGM-PER-L","dissolvedOxygen",0.02
"216",2024-06-28 15:27:00,"peter",7,"MilliGM-PER-L","dissolvedOxygen",0.03
"217",2024-06-28 15:27:00,"peter",7.5,"MilliGM-PER-L","dissolvedOxygen",0.02
"218",2024-06-28 15:28:00,"peter",8,"MilliGM-PER-L","dissolvedOxygen",0.02
"219",2024-07-01 14:24:00,"peter",0,"MilliGM-PER-L","dissolvedOxygen",8.67
"220",2024-07-01 14:24:00,"peter",0.25,"MilliGM-PER-L","dissolvedOxygen",8.67
"221",2024-07-01 14:25:00,"peter",0.5,"MilliGM-PER-L","dissolvedOxygen",8.7
"222",2024-07-01 14:25:00,"peter",0.75,"MilliGM-PER-L","dissolvedOxygen",8.68
"223",2024-07-01 14:26:00,"peter",1,"MilliGM-PER-L","dissolvedOxygen",8.71
"224",2024-07-01 14:26:00,"peter",1.25,"MilliGM-PER-L","dissolvedOxygen",8.63
"225",2024-07-01 14:27:00,"peter",1.5,"MilliGM-PER-L","dissolvedOxygen",8.47
"226",2024-07-01 14:27:00,"peter",1.75,"MilliGM-PER-L","dissolvedOxygen",8.52
"227",2024-07-01 14:28:00,"peter",2,"MilliGM-PER-L","dissolvedOxygen",8.42
"228",2024-07-01 14:28:00,"peter",2.25,"MilliGM-PER-L","dissolvedOxygen",7.51
"229",2024-07-01 14:29:00,"peter",2.5,"MilliGM-PER-L","dissolvedOxygen",7.24
"230",2024-07-01 14:29:00,"peter",2.75,"MilliGM-PER-L","dissolvedOxygen",8.3
"231",2024-07-01 14:30:00,"peter",3,"MilliGM-PER-L","dissolvedOxygen",9.25
"232",2024-07-01 14:30:00,"peter",3.25,"MilliGM-PER-L","dissolvedOxygen",9.95
"233",2024-07-01 14:31:00,"peter",3.5,"MilliGM-PER-L","dissolvedOxygen",10.4
"234",2024-07-01 14:31:00,"peter",3.75,"MilliGM-PER-L","dissolvedOxygen",10.57
"235",2024-07-01 14:32:00,"peter",4,"MilliGM-PER-L","dissolvedOxygen",10.96
"236",2024-07-01 14:32:00,"peter",4.25,"MilliGM-PER-L","dissolvedOxygen",11.32
"237",2024-07-01 14:33:00,"peter",4.5,"MilliGM-PER-L","dissolvedOxygen",11.17
"238",2024-07-01 14:33:00,"peter",4.75,"MilliGM-PER-L","dissolvedOxygen",10.91
"239",2024-07-01 14:34:00,"peter",5,"MilliGM-PER-L","dissolvedOxygen",10.44
"240",2024-07-01 14:34:00,"peter",5.25,"MilliGM-PER-L","dissolvedOxygen",9.39
"241",2024-07-01 14:35:00,"peter",5.5,"MilliGM-PER-L","dissolvedOxygen",6.14
"242",2024-07-01 14:35:00,"peter",5.75,"MilliGM-PER-L","dissolvedOxygen",2.9
"243",2024-07-01 14:36:00,"peter",6,"MilliGM-PER-L","dissolvedOxygen",0.42
"244",2024-07-01 14:36:00,"peter",6.25,"MilliGM-PER-L","dissolvedOxygen",0.1
"245",2024-07-01 14:37:00,"peter",6.5,"MilliGM-PER-L","dissolvedOxygen",0.04
"246",2024-07-01 14:37:00,"peter",6.75,"MilliGM-PER-L","dissolvedOxygen",0.03
"247",2024-07-01 14:38:00,"peter",7,"MilliGM-PER-L","dissolvedOxygen",0.03
"248",2024-07-01 14:38:00,"peter",7.5,"MilliGM-PER-L","dissolvedOxygen",0.02
"249",2024-07-01 14:39:00,"peter",8,"MilliGM-PER-L","dissolvedOxygen",0.03
"250",2024-07-03 13:58:00,"peter",0,"MilliGM-PER-L","dissolvedOxygen",8.44
"251",2024-07-03 13:58:00,"peter",0.25,"MilliGM-PER-L","dissolvedOxygen",8.41
"252",2024-07-03 13:59:00,"peter",0.5,"MilliGM-PER-L","dissolvedOxygen",8.43
"253",2024-07-03 13:59:00,"peter",0.75,"MilliGM-PER-L","dissolvedOxygen",8.38
"254",2024-07-03 14:00:00,"peter",1,"MilliGM-PER-L","dissolvedOxygen",8.46
"255",2024-07-03 14:00:00,"peter",1.25,"MilliGM-PER-L","dissolvedOxygen",8.52
"256",2024-07-03 14:01:00,"peter",1.5,"MilliGM-PER-L","dissolvedOxygen",8.38
"257",2024-07-03 14:01:00,"peter",1.75,"MilliGM-PER-L","dissolvedOxygen",8.36
"258",2024-07-03 14:02:00,"peter",2,"MilliGM-PER-L","dissolvedOxygen",8.17
"259",2024-07-03 14:02:00,"peter",2.25,"MilliGM-PER-L","dissolvedOxygen",7.5
"260",2024-07-03 14:03:00,"peter",2.5,"MilliGM-PER-L","dissolvedOxygen",7.61
"261",2024-07-03 14:03:00,"peter",2.75,"MilliGM-PER-L","dissolvedOxygen",8.82
"262",2024-07-03 14:04:00,"peter",3,"MilliGM-PER-L","dissolvedOxygen",9.23
"263",2024-07-03 14:04:00,"peter",3.25,"MilliGM-PER-L","dissolvedOxygen",9.64
"264",2024-07-03 14:05:00,"peter",3.5,"MilliGM-PER-L","dissolvedOxygen",10.31
"265",2024-07-03 14:05:00,"peter",3.75,"MilliGM-PER-L","dissolvedOxygen",10.41
"266",2024-07-03 14:06:00,"peter",4,"MilliGM-PER-L","dissolvedOxygen",10.73
"267",2024-07-03 14:06:00,"peter",4.25,"MilliGM-PER-L","dissolvedOxygen",10.85
"268",2024-07-03 14:07:00,"peter",4.5,"MilliGM-PER-L","dissolvedOxygen",10.6
"269",2024-07-03 14:07:00,"peter",4.75,"MilliGM-PER-L","dissolvedOxygen",10.05
"270",2024-07-03 14:08:00,"peter",5,"MilliGM-PER-L","dissolvedOxygen",8.41
"271",2024-07-03 14:08:00,"peter",5.25,"MilliGM-PER-L","dissolvedOxygen",6.22
"272",2024-07-03 14:09:00,"peter",5.5,"MilliGM-PER-L","dissolvedOxygen",3.3
"273",2024-07-03 14:09:00,"peter",5.75,"MilliGM-PER-L","dissolvedOxygen",0.35
"274",2024-07-03 14:10:00,"peter",6,"MilliGM-PER-L","dissolvedOxygen",0.09
"275",2024-07-03 14:10:00,"peter",6.25,"MilliGM-PER-L","dissolvedOxygen",0.04
"276",2024-07-03 14:11:00,"peter",6.5,"MilliGM-PER-L","dissolvedOxygen",0.02
"277",2024-07-03 14:11:00,"peter",6.75,"MilliGM-PER-L","dissolvedOxygen",0.02
"278",2024-07-03 14:12:00,"peter",7,"MilliGM-PER-L","dissolvedOxygen",0.02
"279",2024-07-03 14:12:00,"peter",7.5,"MilliGM-PER-L","dissolvedOxygen",0.02
"280",2024-07-03 14:13:00,"peter",8,"MilliGM-PER-L","dissolvedOxygen",0.02
"281",2024-07-05 12:59:00,"peter",0,"MilliGM-PER-L","dissolvedOxygen",8.53
"282",2024-07-05 12:59:00,"peter",0.25,"MilliGM-PER-L","dissolvedOxygen",8.61
"283",2024-07-05 13:00:00,"peter",0.5,"MilliGM-PER-L","dissolvedOxygen",8.59
